claim_url,claim, title, claim_author, links, date, tags, authors, rating_value
"https://www.vishvasnews.com/english/viral/fact-check-no-pm-modi-was-not-touching-saudi-kings-feet/", "PM Modi is touching Saudi King's feet", "Fact Check: No, PM Modi Was Not Touching Saudi King’s Feet, Viral Picture Is Photoshopped", "FB User-Sardar Ji Singh", "[]", "2019-8-12", "['Fact Check', 'PM Modi', 'Saudi King', 'Viral Photo']", "['Bhagwant Singh']", "False"
"https://www.vishvasnews.com/english/politics/fact-check-rahul-gandhi-was-not-reading-kannada-newspaper/", "Rahul Gandhi was reading Kannada Newspaper", "Fact Check: Rahul Gandhi was not reading Kannada Newspaper", "Facebook user Harshit Dubey", "[]", "2019-7-22", "['National Herald', 'Rahul Gandhi']", "['Pallavi Mishra']", "False"
"https://www.vishvasnews.com/english/politics/fact-check-nirmala-sitharaman-never-said-35000-cr-led-bulbs-were-distribution-under-ujala-scheme/", "Nirmala Sitharaman said 35000 cr LED bulbs were distribution under UJALA scheme", "Fact Check: Nirmala Sitharaman never said 35000 cr LED bulbs were distribution under UJALA scheme", "SADA PUNJAB", "[]", "2019-7-9", "['Budget 2019', 'Nirmala Sitharaman', 'Ujala Scheme']", "['Pallavi Mishra']", "False"
"https://www.vishvasnews.com/english/viral/fact-check-old-video-of-narendra-modi-manmohan-singh-meet-goes-viral/", "Narendra Modi is meeting Manmohan Singh on his residence before the budget and discusses how to improve the GDP growth of India", "Fact Check: Old video of Narendra Modi – Manmohan Singh meet goes viral", "FB User: Vishal Singh Rajput ", "[]", "2019-7-4", "['Manmohan Singh', 'Narendra Modi']", "['Urvashi Kapoor']", "False"
"https://www.vishvasnews.com/english/politics/fact-check-the-collapsed-bridge-was-50-years-old-pm-modi-did-not-inaugurate-it/", "The collapsed bridge was inaugurated by Pm Modi 3 months ago ", "FACT CHECK: The collapsed bridge was 50 years old, PM Modi did not inaugurate it", "Brian Rathod", "['https://t.co/ZhZBtOJmPM', 'https://twitter.com/INCWestBengal/status/1141713814544478213?ref_src=twsrc%5Etfw']", "2019-6-24", "['Bridge Inauguration', 'Jamnagar Bridge']", "['Pallavi Mishra']", "False"
"https://www.vishvasnews.com/english/politics/fact-check-amit-shah-was-not-sleeping-in-parliament/", "Amit Shah was sleeping in the Parliament", "FACT CHECK: Amit Shah was not sleeping in Parliament", "Dr Ashok Kumar", "['https://naidunia.jagran.com/national-president-address-in-parliament-rahul-gandhi-was-busy-checking-his-phone-and-talking-3007781']", "2019-6-24", "['Amit Shah in Parliament', 'Amit Shah Sleeping', 'Rahul Gandhi Using Phone']", "['Pallavi Mishra']", "False"
"https://www.vishvasnews.com/english/politics/fact-check-pm-modi-didnt-wear-the-cap-the-viral-photo-is-photoshopped/", "PM Modi wore the cap", "Fact Check: PM Modi didn’t wear the cap, the viral photo is photoshopped", "FB User: Yogendra Tnb", "[]", "2019-6-11", "[]", "['Urvashi Kapoor']", "False"
"https://www.vishvasnews.com/english/politics/fact-check-image-of-rahul-gandhi-and-spanish-actress-gets-viral-with-false-claim/", "Image of Rahul Gandhi with his wife", "FACT CHECK: Image of Rahul Gandhi with Spanish actress gets viral with false claim", "FB User-Sagarmal Chotiya", "['https://www.facebook.com/NathaliaNorahRamos/photos/a.1413508668931178/2019191878362851/?type=3&theater', 'https://twitter.com/Bharathiyatha/status/910337043045199872?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E910337043045199872&ref_url=https%3A%2F%2Fwww.freepressjournal.in%2Fheadlines%2Fviral-photo-of-rahul-gandhi-with-spanish-actress-nathalia-ramos-is-creating-a-buzz-on-social-media%2F1141534', 'https://www.huffpost.com/entry/modi-rahul-gandhi-india_b_59c9bb2de4b01cc57ff4e408', 'https://twitter.com/RahulGandhi/status/913761181780779010', 'https://www.youtube.com/watch?v=nQ8aWJa1F2I&feature=youtu.be', 'https://www.thehindu.com/news/national/rahul-gandhi-begins-us-visit/article19659499.ece']", "2019-5-27", "[]", "['Urvashi Kapoor']", "False"
"https://www.vishvasnews.com/english/politics/fact-check-this-viral-photo-is-not-of-ranchi-ring-road-but-delhi-meerut-expressway/", "This is the ring road of Ranchi, Jharkhand", "FACT CHECK: This viral photo is not of Ranchi Ring Road, but Delhi-Meerut Expressway", "FB User-Lx Pandey‎", "[]", "2019-5-27", "[]", "['Urvashi Kapoor']", "False"
"https://www.vishvasnews.com/english/politics/fact-check-no-kanhaiya-kumar-doesnt-have-assets-worth-18-crores/", "Kanhaiya Kumar has assets worth Rs 18 crores", "Fact Check: No, Kanhaiya Kumar doesn’t have assets worth 18 crores", "Facebook User: Manoj Yadav", "[]", "2019-5-24", "['Kanhaiya kumar']", "['Urvashi Kapoor']", "False"
"https://www.vishvasnews.com/english/politics/fact-check-no-100-dollar-note-with-ambedkars-photo-is-fake/", "100 dollar note had Ambedkar's photo printed on it", "Fact Check: 100-dollar note with Ambedkar’s photo is Fake", "FB User-Ajay Pratap Gaur Basti‎", "[]", "2019-5-13", "[]", "['Urvashi Kapoor']", "False"
"https://www.vishvasnews.com/english/politics/fact-check-old-photo-of-pramod-krishnam-with-monica-bedi-goes-viral/", "Wife of terrorist Abu Salem sharing stage with Congress candidate from Lucknow Pramod Krishnan", "Fact Check: Old photo of Pramod Krishnam with Monica Bedi goes viral", "FB User: Sandeep Pandit", "[]", "2019-5-7", "[]", "['Urvashi Kapoor']", "Misleading"
"https://www.vishvasnews.com/english/politics/fact-check-yogi-adityanath-did-not-threaten-to-set-the-nation-on-fire-if-his-govt-is-voted-out/", "Yogi Adityanath threatens to set the nation on fire if his govt is voted out", "Fact Check: Yogi Adityanath did not threaten to set the nation on fire if his govt is voted out", "Fb page: Kamalnath Congress", "[]", "2019-5-7", "['Uttar Pradesh', 'Yogi Adityanath']", "['Urvashi Kapoor']", "False"
"https://www.vishvasnews.com/english/politics/fact-check-viral-post-claiming-bjp-leaders-forced-nirav-modi-to-escape-from-india-is-fake/", "BJP leaders forced Nirav Modi to escape from India", "Fact Check: Viral post claiming BJP leaders forced Nirav Modi to escape from India is fake", "Naresh Yadav", "['http://\ufeffhttps://in.reuters.com/article/britain-india-niravmodi/billionaire-nirav-modi-remanded-in-custody-after-london-court-appearance-idINKCN1R209D']", "2019-5-6", "['Nirav Modi']", "['Urvashi Kapoor']", "False"
"https://www.vishvasnews.com/english/politics/fact-check-image-of-kanhaiya-kumar-campaigning-behind-afzal-gurus-photo-is-fake/", "Image of Kanhaiya Kumar Campaigning behind Afzal Guru’s photo", "Fact Check: Image of Kanhaiya Kumar Campaigning behind Afzal Guru’s photo is fake", "Adarsh Kumar Bajpai", "['https://www.youtube.com/watch?v=C8TWIrhptYg']", "2019-5-2", "['Afzal Guru', 'Begusarai', 'Kanhaiya kumar']", "['Urvashi Kapoor']", "False"
"https://www.vishvasnews.com/english/politics/fact-check-video-showing-remedy-for-turning-white-hair-to-black-permanently-in-half-an-hour-is-fake/", "Video shows remedy for turning white hair to black permanently in half an hour", "Fact Check: Video showing remedy for turning white hair to black permanently in half an hour is fake", "FB page Rajiv Dixit - राजीव दीक्षित", "[]", "2019-5-1", "['Grey Hair', 'Home remedy', 'White hair']", "['Urvashi Kapoor']", "False"
"https://www.vishvasnews.com/english/politics/fact-check-judge-ravinder-reddy-who-acquitted-aseemanand-has-not-joined-bjp/", "Judge Ravinder Reddy, who acquitted Aseemanand, has joined BJP", "Fact Check: Judge Ravinder Reddy, who acquitted Aseemanand, has not joined BJP", "Pawan Kumar Jha", "[]", "2019-4-3", "['Aseemanand', 'BJP', 'Mecca Masjid Blast Case', 'NIA Judge', 'Ravinder Reddy']", "['Pallavi Mishra']", "False"
"https://www.vishvasnews.com/english/politics/fact-check-priyanka-gandhi-is-not-wearing-cross-the-viral-image-is-photoshopped/", "Priyanka Gandhi is wearing cross, pendent", "Fact Check: Priyanka Gandhi is not wearing cross, the viral image is photoshopped", "Nigam Shobhit  ", "[]", "2019-3-29", "['Cross pendent', 'Election 2019', 'Priyanka Gandhi']", "['Pallavi Mishra']", "False"
"https://www.vishvasnews.com/english/politics/fact-check-this-video-of-evm-machines-is-old/", "Some people were caught while hoarding hundreds of EVM machines in a strong room in Bina Bazar in Madhya Pradesh", "Fact Check: This video of EVM machines is old", "Facebook page ਕੌਮ ਦੀ ਸ਼ਾਨ", "[]", "2019-3-27", "['Election 2019', 'EVM', 'MP Election 2018']", "['Pallavi Mishra']", "False"
"https://www.vishvasnews.com/english/politics/fact-check-modi-apple-is-not-named-after-pm-narendra-modi/", "An Australian man has named his Apple Company after Indian PM Narendra M", "Fact Check: ‘Modi Apple’ is not named after PM Narendra Modi", "Sutinder Chhabra", "[]", "2019-3-26", "['Election 2019', 'Modi apple', 'Narendra Modi']", "['Pallavi Mishra']", "False"
"https://www.vishvasnews.com/english/politics/fake-news-old-video-of-raid-on-law-firm-shared-as-raid-on-bjp-mps-house/", "Huge case siezed at Income Tax raid at BJP MP Rajeev Chandrasekhar’s bungalow in Delhi. ", "Fake News: Old video of raid on law firm shared as raid on BJP MP’s house", "‎Zaid Hussain Shaik", "['https://timesofindia.indiatimes.com/india/Rs-2-6-crore-in-new-notes-among-Rs-13-56-crore-seized-from-Delhi-law-firm/articleshow/55920114.cms']", "2019-3-22", "['BJP MP', 'Election 2019', 'Rajiv Chandrashekhar']", "['Pallavi Mishra']", "False"
"https://www.vishvasnews.com/english/politics/fact-check-pm-modi-did-not-hire-a-make-up-artist-the-claim-is-false/", "Prime Minister Narendra Modi has hired a makeup artist who is paid 15 lakh rupees a month", "Fact Check: PM Modi did not hire a make-up artist, the claim is false", "Beware of FROUD MEDIA", "[]", "2019-3-19", "['Election 2019', 'Madam Tussauds', 'PM Modi']", "['Pallavi Mishra']", "False"
"https://www.vishvasnews.com/english/politics/fact-check-news-of-modis-appointment-as-head-of-53-member-committee-is-false/", "Modi appointed as the head of 53-member committee in UK", "Fact Check: News of Modi’s appointment as head of 53-member committee is false", " Jitendra Singh Rajput", "[]", "2019-3-19", "['Commonwealth of Nations', 'Davos', 'World Economic Forum']", "['Pallavi Mishra']", "False"
"https://www.vishvasnews.com/english/politics/fact-check-government-has-not-issued-any-order-against-sharing-political-posts-online/", "Government has issued any order against sharing political posts online", "Fact Check: Government has not issued any order against sharing political posts online", "Solanki Pravin Diyodar", "['http://www.cpcindiaonline.com', 'https://eci.gov.in/files/file/9443-lnclusion-of-period-of-release-of-manifesto-in-the-model-code-of-conduct-mcc-regarding/']", "2019-3-19", "['2019 elections', 'Social Media']", "['Pallavi Mishra']", "False"
"https://www.vishvasnews.com/english/politics/fact-check-manmohan-singh-was-not-indias-prime-minister-at-the-time-of-this-video/", "Sonia Gandhi is insulting the dignity of the Prime Minister by sidelining him during a meeting with Sri lankan PM", "Fact Check: Manmohan Singh was not India’s Prime Minister at the time of this video", "Malkit Singh", "['http://www.colombopage.com/archive_17A/Apr26_1493228108CH.php']", "2019-3-7", "['Manmohan Singh', 'Sonia Gandhi', 'Wickremesinghe']", "['Pallavi Mishra']", "False"
"https://www.vishvasnews.com/english/politics/fact-check-saurav-gangulys-fake-tweet-is-going-viral/", "Sourav Ganguly Tweeted against Gandhi's", "Fact Check: Saurav Ganguly’s fake tweet is going viral", "Facebook User Deepak Awasthi", "[]", "2019-3-6", "['Congress', "Gandhi's", 'Sourav Ganguly']", "['Ashish Maharishi']", "False"
"https://www.vishvasnews.com/english/politics/fact-check-the-woman-in-this-viral-video-isnt-wing-commander-abhinandans-wife/", "विंग कमांडर अभिनंदन जी की पत्नी का संदेश कि सैनिकों के बलिदान पर बीजेपी न करे राजनीति।", "Fact check: The woman in this viral video isn’t Wing Commander Abhinandan’s wife", "Dinesh Singta", "[]", "2019-3-5", "['Abhinandan', 'BJP', 'IAF', 'Shirisha rao']", "['Pallavi Mishra']", "False"
"https://www.vishvasnews.com/english/politics/fact-check-the-quote-going-viral-in-the-name-of-nehru-is-fake/", "Nehru said 'I am English by education, Muslim by culture and Hindu merely by accident'", "Fact Check: The quote going viral in the name of Nehru is fake", "Facebook user Vedika Arya", "[]", "2019-2-21", "['Jawaharlal Nehru', 'NB Khare']", "['Pallavi Mishra']", "False"
"https://www.vishvasnews.com/english/politics/fact-check-old-video-of-up-cm-laughing-in-front-of-a-coffin-goes-viral-with-wrong-pretext/", "UP CM Adityanath laughed at the condolence meet of CRPF soldiers", "Fact Check: Old video of UP CM laughing in front of a coffin goes viral with wrong pretext", "Facebook User Rudra Ahir", "[]", "2019-2-20", "['Pulwama Attack', 'UP CM', 'Yogi Laughing']", "['Pallavi Mishra']", "False"
"https://www.vishvasnews.com/english/politics/fact-check-gehlot-did-say-end-of-upa-govt-is-certain-but-it-was-a-slip-of-tongue/", "The Drunk Rajasthan Chief Minister Ashok Gehlot of Khangress in broad daytime. ", "Fact Check: Gehlot did say ‘End of UPA govt is certain’, but it was a slip of tongue", "Rajesh Trehan (Facebook)", "['mailto:contact@vishvasnews.com', 'https://t.co/nAKTgCAFUC', 'https://twitter.com/amitmalviya/status/1082494657039384576?ref_src=twsrc%5Etfw', 'https://www.facebook.com/rajesh.trehan.9?eid=ARDSBpCwl9Oll8-R-Ue5P7E1yO9scBtU1VHZn8EwKHm-3Tw7jws2NgHj9bN-HXytl7Xs43DELQFowW4-']", "2019-2-18", "['Ashok Gehlot', 'NDA', 'Rajasthan govt', 'UPA']", "['Pallavi Mishra']", "False"
"https://www.vishvasnews.com/english/politics/fact-check-this-video-is-of-german-army-not-indian-army/", "The video shows an Indian Army truck driver struggling in mud ", "Fact Check: This video is of German army, not Indian army", "Facebook Page Indian Army (Unofficial)", "[]", "2019-2-18", "['German Army', 'Indian Army']", "['Pallavi Mishra']", "False"
"https://www.vishvasnews.com/english/politics/fact-check-congress-workers-did-not-chant-pakistan-zindabad-viral-video-is-5-month-old/", "Police lathicharged Congress leaders for chanting ‘Pakistan Zindabad’ at a party meeting in Bilaspur. ", "Fact check: Congress workers did not chant ‘Pakistan zindabad’; viral video is 5 month old", "Yogendra Yogendra ", "[]", "2019-2-18", "['Bilaspur', 'Chattisgarh Congress', 'Police Lathicharge']", "['Pallavi Mishra']", "False"
"https://www.vishvasnews.com/english/politics/fact-check-government-of-india-is-not-conducting-any-election-survey/", "Indian Govt is conducting an online poll survey", "Fact check: Government of India is not conducting any election survey", "hostindian.in", "['https://bit.ly/2UHsoaX', 'https://bit.ly/2UHsoaX']", "2019-2-18", "['Election survey', 'Fack Check', 'FAke survey', 'General Elections 2019']", "['Pallavi Mishra']", "False"
"https://www.vishvasnews.com/english/politics/fact-check-the-person-in-this-photo-isnt-up-chief-ministers-brother/", "UP CM Yogi Adityanath's brother sells tea", "FACT CHECK: The person in this photo isn’t UP Chief Minister’s brother", "नीलम चतुर्वेदी विधायक", "[]", "2019-2-18", "['Chaiwala', 'Fack Check', "UP CM's doppelganger", 'Yogi Adityanath']", "['Pallavi Mishra']", "False"
"https://www.vishvasnews.com/english/health/fact-check-social-distancing-is-important-but-viral-post-claiming-14-hr-break-will-kill-covid-19-is-misleading/", "orona Virus life at one place is 8 - 12 hours and Janata Curfew is for 14 hrs.... so for 12 hours virus will not get in touch with the human body, this will kill the virus", "Fact Check: Social Distancing is important; but viral post claiming 14-hr break will kill COVID-19 is misleading", "Instagram user: bhallatanya.16", "['https://archive.md/HinRp', 'https://www.nejm.org/doi/10.1056/NEJMc2004973', 'https://www.who.int/news-room/q-a-detail/q-a-coronaviruses']", "2020-3-21", "['Coronavirus', 'Janata Curfew']", "['Urvashi Kapoor', 'Pallavi Mishra']", "Misleading"
"https://www.vishvasnews.com/english/health/fact-check-no-you-will-not-be-fined-for-disobeying-march-22-janta-curfew-fake-advisory-viral/", "Please obey Delhi Police instructions for 22 March 2020 to avoid Corona Virus", "Fact Check: No, You Will Not Be Fined For Disobeying March 22 Janta Curfew, Fake Advisory Viral", "Bholanath Debnath", "['http://archive.fo/wip/vDM5F', 'https://twitter.com/DCPSEastDelhi/status/1241282231634522112']", "2020-3-21", "['Corona', 'Coronavirus', 'Delhi Police', 'Janta Curfew']", "['Pallavi Mishra', 'Urvashi Kapoor']", "False"
"https://www.vishvasnews.com/english/world/fact-check-no-this-is-not-the-image-of-an-indian-soldier/", "Man appearing in the viral image is an Indian Soldier", "Fact Check: No, this is not the image of an Indian Soldier", "FB User- Ankit Singh", "['http://archive.md/l0Odq', 'http://archive.md/a0pfi', 'https://www.instagram.com/p/B4bXkNxlneG/?utm_source=ig_embed&utm_campaign=loading', 'https://www.instagram.com/p/B4bXkNxlneG/?utm_source=ig_embed&utm_campaign=loading', 'https://www.instagram.com/upsurferdan/?utm_source=ig_embed&utm_campaign=loading', 'http://archive.md/1Vbdp', 'http://archive.md/l0Odq']", "2020-1-31", "['American Surfer', 'Fact Check', 'Indian Army', 'Indian Soldier', 'Winter Surfer']", "['Bhagwant Singh', 'Urvashi Kapoor']", "False"
"https://www.vishvasnews.com/english/world/fact-check-did-this-girl-rescue-koala-bear-from-australia-bushfire-no-this-is-a-digitally-created-artwork/", "Young Girl Saving A Koala Bear From Bushfire In New South Wales, Australia.", "Fact Check: Did this girl rescue Koala bear from Australia Bushfire? No, this is a digitally created artwork", "FB User- Arthur Luluai", "['http://archive.md/4ZmA3', 'https://www.instagram.com/p/B6Xt-bLBLOA/?utm_source=ig_embed&utm_campaign=loading', 'https://www.instagram.com/p/B6Xt-bLBLOA/?utm_source=ig_embed&utm_campaign=loading', 'https://www.instagram.com/thuie/?utm_source=ig_embed&utm_campaign=loading']", "2020-1-27", "['Australia Bush Fire', 'Australia Fire Fighters', 'Australian Bushfire', 'Bushfire', 'Fact Check']", "['Bhagwant Singh', 'Urvashi Kapoor']", "False"
"https://www.vishvasnews.com/english/viral/fact-check-no-people-singing-in-this-video-arent-blind-claim-in-the-viral-video-is-fake/", "People singing in this video are blind", "Fact Check: No, people singing in this video aren’t blind, claim in the viral video is fake", "FB User: Ashok Kotak ", "['https://archive.md/wip/0zyPV']", "2020-1-23", "[]", "['Urvashi Kapoor', 'Abhishek Parashar']", "False"
"https://www.vishvasnews.com/english/viral/fact-check-no-nasa-didnt-have-58-indian-employees-misleading-post-getting-viral/", "NASA has 58% Indian employees, Google's CEO is Indian, Nokia's CEO is Indian, Adobe 's CEO is Indian, Amazon's BOD is Indian, MasterCard's CEO is Indian, Microsoft's CEO is Indian, Pepsico's CEO was Indian Indra Nooyi", "Fact Check: No, NASA didn’t have 58% Indian employees, misleading post getting viral", "FB User Faishal Saifi", "['https://archive.md/wip/dYR8j', 'https://www.nasa.gov/offices/odeo/workforce-data', 'https://odeo.hq.nasa.gov/documents/MD_715_Plan_1-3-17-1_TAGGED.pdf', 'https://www.nasa.gov/offices/odeo/workforce-data', 'https://www.jagranjosh.com/general-knowledge/sundar-pichai-biography-education-and-salary-1575456594-1', 'https://www.nokia.com/about-us/what-we-do/group-leadership-team/rajeev-suri-president-and-chief-executive-officer-ceo/', 'https://www.adobe.com/about-adobe/leaders/shantanu-narayen.html', 'https://ir.aboutamazon.com/board-of-directors', 'https://newsroom.mastercard.com/people/abanga/', 'https://news.microsoft.com/exec/satya-nadella/']", "2020-1-23", "['Amazon', 'Mastercard', 'NASA']", "['Urvashi Kapoor', 'Abhishek Parashar']", "Misleading"
"https://www.vishvasnews.com/english/society/fact-check-former-miss-india-universes-image-is-going-viral-with-false-claim/", " A father made his daughter ASI by pulling the rickshaw. Salute to the Father.", "Fact Check: Former Miss India Universe’s image is going viral with false claim", "FB Page-Justice For Punjab", "['https://www.instagram.com/p/BAjSDausrD2/?utm_source=ig_embed&utm_campaign=loading', 'https://www.instagram.com/p/BAjSDausrD2/?utm_source=ig_embed&utm_campaign=loading']", "2020-1-7", "['ASI', 'Fact Check', 'Miss India Universe', 'Simran Kaur Mundi', 'Star Mason']", "['Bhagwant Singh']", "Misleading"
"https://www.vishvasnews.com/english/viral/fact-check-video-showing-blue-colored-apple-made-in-china-is-fake/", "Blue-colored apple made in China ", "Fact Check: Video showing blue-colored apple made in China is fake", "Instagram user: infozetx", "['http://archive.md/r7CEu']", "2019-12-26", "[]", "['Urvashi Kapoor']", "False"
"https://www.vishvasnews.com/english/viral/fact-check-post-showing-blue-colored-fruit-named-moon-melon-is-fake-there-is-no-such-fruit/", "Blue-colored fruit named Moon melon", "Fact Check: Post showing blue-colored fruit named Moon melon is fake, there is no such fruit", "FB User: Russell Dean Anderson", "[]", "2019-12-12", "['Fact Check', 'fake news', 'miracle fruit']", "['Urvashi Kapoor']", "False"
"https://www.vishvasnews.com/english/viral/fact-check-fake-post-on-hiv-infected-blood-in-pepsi-going-viral/", "HIV-infected blood in Pepsi ", "Fact Check: Fake post on HIV-infected blood in Pepsi getting viral", "FB User: Sanghul Del Unice Aisea-Passi", "['https://www.vishvasnews.com/english/health/fact-check-post-claiming-cadbury-products-contaminated-with-hiv-positive-blood-is-fake/']", "2019-12-10", "[]", "['Urvashi Kapoor']", "False"
"https://www.vishvasnews.com/english/viral/fact-check-this-jnu-student-is-23-years-old-not-43/", "This JNU student is 43 years old", "Fact Check: This JNU student is 23 years old, not 43", "FB User- Vikram Singh", "[]", "2019-11-21", "['Fact Check', 'Jawaharlal Nehru University', 'JNU Protest', 'Shambhavi Siddhi']", "['Bhagwant Singh']", "False"
"https://www.vishvasnews.com/english/viral/fact-check-this-video-of-man-on-fire-is-not-from-kannur-airport-but-from-morocco/", "ಕಣ್ಣೂರು ಏರ್ ಪೋರ್ಟ್ನಲ್ಲಿ ಪವರ್ ಬ್ಯಾಂಕ್ ಅನ್ನು ಜೇಬಿನಲ್ಲಿಟ್ಟುಕೊಂಡು ವ್ಯಕ್ತಿಯೊಬ್ಬ ತನ್ನ ಸೆಲ್ ಫೋನ್ ಚಾರ್ಜ್ ಮಾಡುತ್ತಿದ್ದಾಗ ಈ ಅಪಘಾತ ಸಂಭವಿಸಿದೆ.", "Fact Check: This video of man on fire is not from Kannur Airport but from Morocco", " Prajaaparatv", "['https://www.moroccoworldnews.com/2018/06/248294/agadir-the-man-fire-supermarket-died/', 'https://www.facebook.com/airportCNN/videos/314870589217260/?v=314870589217260']", "2019-11-20", "['Kannur airport', 'Man on fire']", "['Pallavi Mishra']", "False"
