url, rating, rating_translate, claim, date, tags
https://fatabyyano.net/%d8%b3%d9%82%d9%88%d8%b7_%d9%81%d9%8a%d8%b3%d8%a8%d9%88%d9%83_%d9%84%d9%84%d9%85%d8%b1%d8%a9_%d8%a7%d9%84%d8%ab%d8%a7%d9%86%d9%8a%d8%a9/, صحيح, TRUE, نعم حقيقة! سقوط فيسبوك للمرة الثانية في 2019, 2019-04-14, "انستغرام,بجد,بوك,توقف,حقيقة,سقوط,فايس,فتبينوا,فيس,فيسبوك,وقف,سياسي,ديني,علوم,علوم,طبي"
https://fatabyyano.net/%d8%aa%d9%85%d8%ab%d8%a7%d9%84-%d8%a8%d9%88%d8%b0%d8%a7/, صحيح, TRUE, نعم حقيقة! تمثال بوذا على طريق الشيخ زايد بين أبوظبي و دبي, 2019-04-03, "أخبار_حقيقية,AbuDhabi,Buddha,HighwayGallery,LouvreAbuDhabi,أبوظبي,بوذا,حقيقي_و_ليس_إشاعة,خرافة,فتبينوا,لوفر_أبوظبي,متحف_الطريق_السريع,سياسي,ديني,علوم,علوم,طبي"
https://fatabyyano.net/%d9%85%d8%aa%d8%b7%d8%b1%d9%81%d9%88%d9%86_%d8%af%d9%86%d9%85%d8%a7%d8%b1%d9%83%d9%8a%d9%88%d9%86/, صحيح, TRUE, حقيقة : متطرفون دنماركيون يحرقون القرآن الكريم وسط كوبنهاغن !, 2019-03-26, "‎#خرافة,دنماركيون,‎#فتبينوا,يحرقون,القرآن,سياسي,ديني,علوم,علوم,طبي"
https://fatabyyano.net/%d9%83%d9%84%d9%85%d8%a7%d8%aa_%d9%85%d8%b1%d9%88%d8%b1_%d8%a7%d9%84%d8%ad%d8%b3%d8%a7%d8%a8%d8%a7%d8%aa/, صحيح, TRUE, نعم حقيقة! كشف كلمات مرور حسابات مئات الملايين من مستخدمي فيسبوك., 2019-03-23, "سياسي,ديني,علوم,علوم,طبي"
https://fatabyyano.net/%d8%a7%d9%84%d8%b3%d9%8a%d9%86%d8%a7%d8%aa%d9%88%d8%b1_%d8%a7%d9%84%d8%b9%d9%86%d8%b5%d8%b1%d9%8a/, صحيح, TRUE, نعم حقيقة! تعرض السناتور الاسترالي العنصري ضد المسلمين لهجوم بالبيض خلال بث مباشر!, 2019-03-16, "Fraser_Anning,ألقى,الأسترالي,السناتور,اللوم,الهجوم,بالبيض,تعرض,‎#خرافة,‎#فتبينوا,هجرة_المسلمين,الإرهابي,نيوزيلندا,هجوم,سياسي,ديني,علوم,علوم,طبي"
https://fatabyyano.net/%d8%ad%d8%a7%d8%af%d8%ab%d8%a9_%d9%86%d9%8a%d9%88%d8%b2%d9%8a%d9%84%d9%86%d8%af%d8%a7/, صحيح, TRUE, حادثة نيوزيلندا الإرهابية .. تقرير فتبينوا., 2019-03-15, "newzealand,شهداء_حادث_نيوزيلندا,مسجد_النور,christchurch,NewZealandAttack,TerroristAttack,شهداء,نيوزيلندا,هجوم_إرهابي,سياسي,ديني,علوم,علوم,طبي"
https://fatabyyano.net/%d8%aa%d9%88%d9%82%d9%81_%d9%81%d9%8a%d8%b3%d8%a8%d9%88%d9%83/, صحيح, TRUE, نعم حقيقة! .. توقف فيسبوك وإنستغرام عن العمل حول العالم, 2019-03-13, "سياسي,ديني,علوم,علوم,طبي"
https://fatabyyano.net/%d9%86%d8%b2%d9%88%d8%ad-%d9%85%d8%a6%d8%a7%d8%aa-%d8%a7%d9%84%d8%a2%d9%84%d8%a7%d9%81-%d9%85%d9%86-%d8%a7%d9%84%d9%85%d8%b3%d9%84%d9%85%d9%8a%d9%86-%d8%a7%d9%84%d8%b1%d9%88%d9%87%d9%8a%d9%86%d8%ba/, صحيح, TRUE, نزوح مئات الآلاف من المسلمين الروهينغا بسبب العنف في ميانمار إلى بنغلادش المجاورة, 2019-02-27, "الآلاف,الروهينغيا,العنف,المسلمين,بسبب,بنغلادش,حقيقة,‎#فتبينوا,مئات,ميانمار,نزوح,سياسي,ديني,علوم,علوم,طبي"
https://fatabyyano.net/heart/, صحيح, TRUE, ما حقيقة أول رجل في العالم بدون قلب ولا نبض ؟!, 2019-02-23, "أول,الاعضاء_المختلفة,الداء_النشواني,القلب_المصاب,بدون_قلب,بروتينات,تتراكم,تحريك_الدم,تدفق_مستمر,تركيب,جهاز,حلا_ثوريا,رجل,غير_طبيعية,في_العالم,كريج_لويس,مركز_تكساس_الطبي,منظم_صناعي_للقلب,الجسم,حقيقة,فتبينوا,مرض,سياسي,ديني,علوم,علوم,طبي"
https://fatabyyano.net/amazon_site/, صحيح, TRUE, ما حقيقة عرض موقع أمازون أطقم حمامات تسيء للدين الإسلامي ؟, 2019-02-15, "Amazon,أطقم,أمازون,إسلامية,حمامات,‎#خرافة,زخرفات,صور,‎#فتبينوا,قرآن_كريم,مساجد,منابر,موقع,سياسي,ديني,علوم,علوم,طبي"
https://fatabyyano.net/vanklavern-convert-to-islam/, صحيح, TRUE, أشد أعداء الإسلام في هولندا يعلن إسلامه! .. حقيقة ام إشاعة ؟, 2019-02-06, "Islam,هولندا,ConvertToIslam,Netherland,PVV,VanDoorn,VanKlaveren,اعتناق_الإسلام,الإسلام,خبر_صحيح,خرافة,فان_دورن,فان_كلافيرن,فتبينوا,سياسي,ديني,علوم,علوم,طبي"
https://fatabyyano.net/emirati_holding_indians_animal_pen_because_encouraging_country_against_uae/, صحيح, TRUE, ما حقيقة(فيديو)إماراتي يحبس هنودا داخل حظيرة حيوان بسبب تشجيعهم منتخب بلادهم ضد الإمارات؟, 2019-01-11, "إماراتي,الإمارات,بلادهم,تشجيعهم,حظيرة_حيوان,‎#خرافة,ضد,‎#فتبينوا,منتخب,هنودا,يحبس,سياسي,ديني,علوم,علوم,طبي"
https://fatabyyano.net/terrifying_voice_strangeblue_light_shining_in_skies_queens/, صحيح, TRUE, ما حقيقة(فيديو)صوت مرعب وضوء أزرق غريب يسطع في سماء كوينز؟, 2018-12-29, "أزرق,‎#خرافة,صوت,ضوء,‎#فتبينوا,كوينز,مرعب,سماء,سياسي,ديني,علوم,علوم,طبي"
https://fatabyyano.net/child_red_eyes/, صحيح, TRUE, ما حقيقة (فيديو) طفلة بعيون حمراء؟, 2018-09-01, "عيون_حمراء,خرافة,فتبينوا,معجزة,سياسي,ديني,علوم,علوم,طبي"
https://fatabyyano.net/meat_move_indonesia_butcher/, صحيح, TRUE, ما حقيقة (فيديو) تحرك قطعة لحم على طاولة الجزار؟, 2018-08-31, "جزار,حركة,حي,لحم,خرافة,فتبينوا,سياسي,ديني,علوم,علوم,طبي"
https://fatabyyano.net/hands_on_molten_metal/, صحيح, TRUE, ما حقيقة (فيديو) رجل يضع يده العارية وسط سائل معدني منصهر؟, 2018-08-19, "معدن_منصهر,يده,خرافة,فتبينوا,سياسي,ديني,علوم,علوم,طبي"
https://fatabyyano.net/suicide_mecca/, صحيح, TRUE, ليست إشاعة : انتحار في الحرم المكي., 2018-06-09, "الحرم_المكي,انتحار,الكعبة,حقيقة,فتبينوا,سياسي,ديني,علوم,علوم,طبي"
https://fatabyyano.net/fire_inside_tree/, صحيح, TRUE, ما حقيقة اشتعال النار بداخل شجرة؟, 2018-05-11, "حرائق_كاليفورنيا,شجرة_تشتعل_ذاتيا,ظواهر_طبيعية,خرافة,فتبينوا,سياسي,ديني,علوم,علوم,طبي"
https://fatabyyano.net/%d9%88%d9%84%d8%a7%d8%af%d8%a9-%d9%85%d8%ae%d9%84%d9%88%d9%82-%d8%b9%d8%ac%d9%8a%d8%a8-%d9%81%d9%8a-%d8%a7%d9%84%d9%87%d9%86%d8%af/, صحيح, TRUE, ولادة مخلوق عجيب في الهند ! (فيديو)….حقيقة أم خرافة؟, 2018-03-01, "طفل خارق,طفل مشوه,فتبينوا,كائن غريب,ما حقيقة مخلوق,مخلوق عجيب,مولود عجيب,سياسي,ديني,علوم,علوم,طبي"
https://fatabyyano.net/fish_underground/, صحيح, TRUE, ماهو تفسير وجود السمك تحت الأرض ؟, 2018-02-25, "سمك_تحت_الأرض,خرافة,فتبينوا,سياسي,ديني,علوم,علوم,طبي"
https://fatabyyano.net/flacon/, صحيح, TRUE, ما حقيقة الجسم الغريب في سماء كاليفورنيا ؟, 2017-12-24, "امريكا,أمريكيا,الولايات,جسد,جسم,حقيقة,سامء,سماء,صاروخ,طائر,غريب,فالكون,فتبينوا,يشبه,سياسي,ديني,علوم,علوم,طبي"
https://fatabyyano.net/ghost-car/, صحيح, TRUE, (خرافة) : “السيارة الشبح” تسبب حادثاً غريبا في سنغافورة!, 2017-10-22, "السيارة,الشبح,حادثا,سنغافورة,حقيقة,خرافة,فتبينوا,سياسي,ديني,علوم,علوم,طبي"
https://fatabyyano.net/%d8%ad%d9%8a%d9%88%d8%a7%d9%86%d8%a7%d8%aa_%d8%a7%d9%84%d8%b5%d9%8a%d9%86_%d8%b3%d9%88%d9%82/, زائف جزئياً, MIXTURE, فيديو سوق حيوانات غريبة بالصين.. ما الحقيقة؟, 2020-02-19, "حيوانات,سوق,كورونا,سياسي,ديني,علوم,علوم,طبي"
https://fatabyyano.net/%d8%a7%d9%84%d8%aa%d9%8a%d8%b1%d9%85%d9%88%d8%b3_%d8%a7%d9%84%d8%b3%d8%b1%d8%b7%d8%a7%d9%86_%d8%a7%d9%84%d8%a3%d8%b3%d8%a8%d9%8a%d8%b3%d8%aa%d9%88%d8%b3_%d9%82%d9%87%d9%88%d8%a9_%d8%b4%d8%a7%d9%8a/, زائف جزئياً, MIXTURE, حافظات حرارة القهوة والشاي “التيرموس” تحتوي الأسبيستوس وتسبب السرطان, 2020-02-10, "الأسبيستوس,السرطان,القهوة,تيرموس,سياسي,ديني,علوم,علوم,طبي"
https://fatabyyano.net/%d8%a7%d9%84%d8%b5%d9%8a%d9%86-%d8%aa%d9%82%d8%aa%d9%84-%d8%a7%d9%84%d8%ae%d9%86%d8%a7%d8%b2%d9%8a%d8%b1-%d9%88%d8%a7%d9%84%d8%b7%d9%8a%d9%88%d8%b1-%d9%84%d9%84%d9%82%d8%b6%d8%a7%d8%a1-%d8%b9%d9%84/, زائف جزئياً, MIXTURE, الصين تقتل الخنازير والطيور للقضاء على فيروس كورونا ، ما صحّة ذلك؟, 2020-02-09, "الخنازير,انفلونزا الطيور,كورونا,سياسي,ديني,علوم,علوم,طبي"
https://fatabyyano.net/%d8%ad%d9%82%d9%8a%d9%82%d8%a9-%d9%81%d9%8a%d8%af%d9%8a%d9%88-%d8%aa%d8%a3%d8%ab%d9%8a%d8%b1-%d9%85%d8%b4%d8%b1%d9%88%d8%a8%d8%a7%d8%aa-%d8%a7%d9%84%d8%b7%d8%a7%d9%82%d8%a9-%d8%b9/, زائف جزئياً, MIXTURE, حقيقة (مقطع) تأثير مشروبات الطاقة على الأشياء والأضرار الحقيقة لمشروبات الطاقة, 2020-01-23, "الطاقة,سحرية,مشروبات,خدع,سياسي,ديني,علوم,علوم,طبي"
https://fatabyyano.net/%d8%ad%d9%82%d9%8a%d9%82%d8%a9-%d8%b5%d9%88%d8%b1%d8%a9-%d9%85%d8%b3%d8%ac%d8%af-%d9%81%d9%8a-%d8%a7%d9%84%d8%b5%d9%8a%d9%86-%d8%a8%d9%86%d9%8a-%d9%85%d9%86%d8%b0-%d9%a7%d9%a0%d9%a0/, زائف جزئياً, MIXTURE, حقيقة صورة مسجد في الصين بني منذ ٧٠٠ عام كتب القرآن كله على جدرانه!, 2020-01-19, "مسجد,الصين,القرأن_الكريم,سياسي,ديني,علوم,علوم,طبي"
https://fatabyyano.net/%d8%aa%d9%88%d8%a3%d9%85%d8%a7%d9%86-%d8%a3%d8%ad%d8%af%d9%87%d9%85%d8%a7-%d8%b3%d8%a7%d8%b1%d9%82-%d9%88%d8%aa%d9%85%d8%aa-%d8%aa%d8%a8%d8%b1%d8%a6%d8%aa%d9%87%d9%85%d8%a7-%d8%a8%d8%b3%d8%a8%d8%a8/, زائف جزئياً, MIXTURE, توأمان أحدهما سارق وتمت تبرئتهما بسبب تشابه الـ DNA لهما ….حقيقة أم خرافة؟, 2020-01-18, "التوأم,برائة,تؤامان,حمض نووي,سارق,سياسي,ديني,علوم,علوم,طبي"
https://fatabyyano.net/%d8%a7%d8%ad%d8%aa%d9%81%d8%a7%d9%84-%d8%a7%d9%84%d8%b4%d9%91%d8%b9%d8%a8-%d8%a7%d9%84%d8%a7%d8%b3%d8%aa%d8%b1%d8%a7%d9%84%d9%8a-%d8%a8%d9%87%d8%b7%d9%88%d9%84/, زائف جزئياً, MIXTURE, احتفال الشّعب الاسترالي بهطول الأمطار بعد ساعات من أدائهم صلاة الاستسقاء….ما حقيقة ذلك؟, 2020-01-09, "استراليا,حرائق,صلاة_الاستسقاء,سياسي,ديني,علوم,علوم,طبي"
https://fatabyyano.net/%d8%b7%d8%a7%d8%a6%d8%b1-%d8%a7%d9%84%d8%ad%d8%af%d8%a3%d8%a9-%d9%87%d9%88-%d8%a7%d9%84%d9%85%d8%b3%d8%a8%d8%a8-%d8%a7%d9%84%d8%b1%d8%a6%d9%8a%d8%b3-%d9%84%d8%a7%d8%ad%d8%aa%d8%b1%d8%a7%d9%82-%d8%a7/, زائف جزئياً, MIXTURE, طائر الحدأة هو المسبب الرئيس لاحتراق الغابات الاسترالية، ما صحة ذلك؟, 2020-01-08, "استراليا,الحدأة,حرائق,طائر_الحدأة,سياسي,ديني,علوم,علوم,طبي"
https://fatabyyano.net/%d8%b5%d9%88%d8%b1%d8%a9-%d8%ab%d9%84%d8%a7%d8%ab%d9%8a%d8%a9-%d8%a7%d9%84%d8%a3%d8%a8%d8%b9%d8%a7%d8%af-%d8%aa%d9%88%d8%b6%d8%ad-%d8%ad%d8%b1%d8%a7%d8%a6%d9%82-%d8%a7%d9%84%d8%ba%d8%a7%d8%a8%d8%a7/, زائف جزئياً, MIXTURE, صورة ثلاثية الأبعاد توضح حرائق الغابات بأستراليا عبر الأقمار الصناعية, 2020-01-08, "استراليا,حرائق_الغابات,صور_الأقمار,فتبينوا,سياسي,ديني,علوم,علوم,طبي"
https://fatabyyano.net/%d8%ac%d8%b2%d8%a7%d8%b1-%d8%b0%d8%a8%d8%ad-5-%d8%a2%d9%84%d8%a7%d9%81-%d8%ad%d9%85%d8%a7%d8%b1-%d9%88%d8%a3%d8%b7%d8%b9%d9%85%d9%87%d8%a7-%d9%84%d9%84%d8%a3%d8%b1%d8%af%d9%86%d9%8a%d9%8a%d9%86/, زائف جزئياً, MIXTURE, جزار ذبح 5 آلاف حمار وأطعمها للأردنيين وتم القبض عليه!…خبر كاذب, 2020-01-01, "الأردن,جزار,ذبح,الأردنيون,القبض,حمار,خرافة,فتبينوا,سياسي,ديني,علوم,علوم,طبي"
https://fatabyyano.net/%d8%ae%d8%a8%d8%b1-%d9%85%d9%88%d8%aa-%d8%a7%d9%84%d8%ad%d9%88%d8%aa-%d8%a7%d9%84%d8%a3%d8%b2%d8%b1%d9%82-%d8%a7%d9%84%d8%b0%d9%8a-%d8%b3%d9%8f%d9%85%d9%90%d8%b9-%d8%b5%d9%88%d8%aa%d9%87/, زائف جزئياً, MIXTURE, خبر موت الحوت الأزرق الذي سُمِع صوته في ليبيا ومصر!..مفبرك, 2019-12-26, "الحوت,مصر,سياسي,ديني,علوم,علوم,طبي"
https://fatabyyano.net/%d8%a7%d8%b9%d8%aa%d9%82%d8%a7%d9%84-%d8%a5%d9%85%d8%a7%d9%85-%d8%af%d8%a7%d8%ae%d9%84-%d9%85%d8%b3%d8%ac%d8%af_%d8%a8%d8%a7%d9%84%d9%86%d8%b1%d9%88%d9%8a%d8%ac/, زائف جزئياً, MIXTURE, إمام يتم اعتقاله داخل مسجده بالنرويج على خلفية واقعة حرق القرآن!…حقيقة أم خرافة؟, 2019-12-18, "إمام,الحكومة_النرويجية,حرق_القرآن,‎#خرافة,‎#فتبينوا,مسجد,سياسي,ديني,علوم,علوم,طبي"
https://fatabyyano.net/%d8%b3%d8%a7%d8%a6%d8%ad-%d9%8a%d9%87%d9%88%d8%af%d9%8a-%d9%8a%d8%b9%d8%aa%d8%b1%d8%b6-%d8%b9%d9%84%d9%89-%d8%aa%d9%85%d8%ab%d8%a7%d9%84-%d8%a7%d9%84%d9%8a%d9%87%d9%88%d8%af/, زائف جزئياً, MIXTURE, سائح يهودي يعترض على تمثال اليهودي والمسيحي والمسلم…حقيقة أم خرافة؟, 2019-12-12, "إسبانيا,إسرائيل,الأديان,‎#فتبينوا,فن,مدريد,متحف,سياسي,ديني,علوم,علوم,طبي"
https://fatabyyano.net/%d9%85%d8%a7-%d8%ad%d9%82%d9%8a%d9%82%d8%a9-%d9%85%d8%b3%d8%a7%d8%ac-%d8%a7%d9%84%d8%af%d9%85%d8%a7%d8%ba_%d8%a8%d8%b3%d8%a7%d8%a6%d9%84_%d8%a7%d9%84%d9%86%d8%ae%d8%a7%d8%b9_%d8%a7%d9%84%d8%b4%d9%88/, زائف جزئياً, MIXTURE, ما حقيقة مساج الدماغ بسائل النخاع الشوكي عند الركوع والسجود بالصلاة, 2019-12-07, "الدماغ,الركوع,السجود,الصلاة,‎#خرافة,‎#فتبينوا,مساج,سياسي,ديني,علوم,علوم,طبي"
https://fatabyyano.net/%d8%a7%d9%84%d8%b9%d8%ab%d9%88%d8%b1-%d8%b9%d9%84%d9%8a-%d9%82%d8%a8%d8%b1-%d8%a7%d9%84%d9%86%d9%85%d8%b1%d9%88%d8%af-%d9%88%d8%b2%d9%88%d8%ac%d8%aa%d9%87-%d9%81%d9%8a-%d9%83%d8%b1%d9%83%d9%88%d9%83/, زائف جزئياً, MIXTURE, العثور على قبر النمرود وزوجته في كركوك بالعراق!….حقيقة أم خرافة؟, 2019-11-16, "العراق,النمرود,كركوك,سياسي,ديني,علوم,علوم,طبي"
